date,sm5,sm10,sm20,sm40,st5,st10,st20,st40,nodes,obs48
2021-04-07,0.2317351,0.2963358,0.2703755,0.2225359,2.88625,2.76396,2.26333,0.65542,10,48
2021-04-08,0.230112,0.2951683,0.2693361,0.2212021,2.57667,2.47688,2.01875,0.68042,10,48
2021-04-09,0.2259852,0.2933653,0.2682438,0.2207989,2.7825,2.43229,1.84875,0.67708,10,48
2021-04-10,0.2311326,0.2947457,0.267966,0.2208847,4.39292,3.525,2.38708,0.76542,10,48
2021-04-11,0.2346872,0.2970345,0.2684715,0.221881,7.19229,5.89958,3.97229,1.12396,10,48
2021-04-12,0.2369949,0.2977834,0.2689679,0.2247049,6.46292,6.09146,4.75625,1.61812,10,48
2021-04-13,0.2409416,0.299395,0.2688037,0.228664,3.2375,3.44729,3.22188,1.58583,10,48
2021-04-14,0.2387353,0.2981841,0.2683306,0.2297309,3.51146,3.17125,2.58833,1.30208,10,48
2021-04-15,0.2365956,0.2969123,0.2678274,0.2295561,4.32604,3.63292,2.74479,1.31479,10,48
2021-04-16,0.2370605,0.2965112,0.2678104,0.2295758,4.46438,4.23271,3.42396,1.57,10,48
2021-04-17,0.2455326,0.2976498,0.267579,0.22896,3.91812,3.68875,3.03333,1.57708,10,48
2021-04-18,0.2453947,0.2975138,0.2674091,0.2285126,4.89854,4.09021,3.04479,1.51479,10,48
2021-04-19,0.2452729,0.2982676,0.267805,0.2283666,7.20854,6.07604,4.43792,1.91812,10,48
2021-04-20,0.2426669,0.2971107,0.2674422,0.2283643,6.74563,6.13875,5.02125,2.53417,10,48
2021-04-21,0.2403987,0.2990058,0.2619654,0.2294775,6.53333,5.60604,4.42792,2.33417,10,48
2021-04-22,0.231937,0.304872,0.2468913,0.2338725,5.30271,4.75792,3.79958,1.94583,10,48
2021-04-23,0.2327545,0.3045354,0.2466301,0.2336968,5.32813,4.87583,4.03208,2.31208,10,48
2021-04-24,0.2310498,0.3033783,0.245905,0.2330249,4.36583,4.31563,3.84125,2.47042,10,48
2021-04-25,0.2286421,0.3024797,0.2448523,0.2318861,4.45396,4.08042,3.47646,2.35396,10,48
2021-04-26,0.2266398,0.3023333,0.2449333,0.2313789,5.22167,4.71271,3.91667,2.49854,10,48
2021-04-27,0.2245622,0.3017448,0.2450425,0.2312528,5.56271,5.18937,4.42021,2.82813,10,48
2021-04-28,0.2217882,0.2995854,0.2437848,0.2306384,4.57792,4.55438,4.13937,2.95625,10,48
2021-04-29,0.2206263,0.2983352,0.2427528,0.2296043,4.55,4.33437,3.87104,2.87854,10,48
2021-04-30,0.225353,0.2983086,0.2422482,0.2286907,3.84646,3.88146,3.64167,2.85229,10,48
2021-05-01,0.2264093,0.300121,0.2421452,0.2276994,4.54917,4.15708,3.53458,2.69271,10,48
2021-05-02,0.2257557,0.301233,0.2428881,0.2276477,5.47208,5.00312,4.17958,2.91646,10,48
2021-05-03,0.2225899,0.3001734,0.2428017,0.2277584,5.65188,5.26,4.57104,3.29563,10,48
2021-05-04,0.2203015,0.2998227,0.2427909,0.2276554,6.17021,5.7825,5.00542,3.60708,10,48
2021-05-05,0.2159215,0.2972913,0.2416613,0.2272092,5.435,5.31687,4.87,3.82917,10,48
2021-05-06,0.2159072,0.2977012,0.2412343,0.226409,6.45458,5.83125,5.01021,3.88354,10,48
2021-05-07,0.2134746,0.2967182,0.2415698,0.2266242,6.22208,6.13792,5.60563,4.28667,10,48
2021-05-08,0.222936,0.2951496,0.2399392,0.2256623,4.85479,5.03479,4.93271,4.31292,10,48
2021-05-09,0.2423711,0.3052104,0.2413846,0.2249803,5.46146,5.1625,4.70312,4.07958,10,48
2021-05-10,0.2334828,0.3035818,0.2403113,0.2178843,3.44313,3.58062,3.42146,2.97313,10,48
2021-05-11,0.250643,0.3055262,0.2561226,0.2138479,5.94298,5.57229,4.75173,3.85216,10,48
2021-05-12,0.2549049,0.3040446,0.268123,0.2148017,9.15021,8.57458,7.41771,5.77792,10,48
2021-05-13,0.2469839,0.302155,0.2670791,0.2152189,9.28542,8.76646,7.61854,6.09583,10,48
2021-05-14,0.2422897,0.3011006,0.2683673,0.2155347,10.36146,9.81521,8.69396,6.86,10,48
2021-05-15,0.2391293,0.2985041,0.2678961,0.2155064,9.51125,9.52146,8.9,7.37833,10,48
2021-05-16,0.239341,0.2986904,0.2668658,0.2143472,10.26896,9.7025,8.66667,7.31417,10,48
2021-05-17,0.2360339,0.2991369,0.2677791,0.2145433,11.48667,10.81979,9.53729,7.71271,10,48
2021-05-18,0.2317737,0.2990565,0.268711,0.2150914,12.54479,11.82208,10.44542,8.33104,10,48
2021-05-19,0.228535,0.2999081,0.2699987,0.215756,14.04021,13.17083,11.51229,9.025,10,48
2021-05-20,0.2233634,0.298711,0.2705586,0.2168641,14.40229,13.72708,12.26167,9.77188,10,48
2021-05-21,0.2192748,0.2972806,0.2702498,0.2168564,14.54333,13.92104,12.56792,10.25271,10,48
2021-05-22,0.215342,0.2961916,0.2701997,0.2168158,14.85146,14.25833,12.95917,10.66729,10,48
2021-05-23,0.2067391,0.2899224,0.2680437,0.2164996,11.93292,12.54813,12.44146,10.95979,10,48
2021-05-24,0.2153219,0.2897871,0.2598585,0.2160904,10.38187,11.05604,11.4475,11.38458,10,48
2021-05-25,0.2217799,0.293039,0.2558096,0.2151678,12.36333,12.4325,12.31167,12.2675,10,48
2021-05-26,0.2242344,0.2959549,0.2569433,0.2143602,14.75458,14.27375,13.19146,12.01896,10,48
2021-05-27,0.2257299,0.2904156,0.2585461,0.2117115,14.78173,14.47635,13.51788,12.0025,10,48
2021-05-28,0.2240378,0.2848886,0.2585271,0.2097537,16.43083,16.37146,15.73771,14.22833,10,48
2021-05-29,0.2226095,0.2838693,0.2566856,0.2105786,16.49175,16.16722,15.05608,13.55794,10,48
2021-05-30,0.2125564,0.2790195,0.2554006,0.2149617,18.54208,18.34021,17.27958,15.33188,10,48
2021-05-31,0.2112511,0.2803741,0.2547755,0.2151126,19.82,19.10792,17.33438,14.94729,10,48
2021-06-01,0.2078038,0.2769386,0.2559351,0.2149649,19.35312,19.61437,18.97042,16.83708,10,48
2021-06-02,0.2253619,0.2777233,0.2533471,0.2134055,16.37625,16.92375,17.16729,16.54417,10,48
2021-06-03,0.2709721,0.2982799,0.2572769,0.2123401,15.30021,15.72875,15.83271,15.65812,10,48
2021-06-04,0.2636543,0.2958344,0.2568608,0.2129283,14.44333,14.50979,14.20917,14.00396,10,48
2021-06-05,0.2616929,0.2932954,0.2583893,0.2128619,16.01688,16.02208,15.54687,14.81542,10,48
2021-06-06,0.2564847,0.2932942,0.2563004,0.2139054,15.52563,15.32812,14.42521,13.2625,10,48
2021-06-07,0.2522103,0.2927851,0.2575418,0.2144826,18.84583,17.90375,16.01437,13.84854,10,48
2021-06-08,0.246744,0.2916279,0.2593109,0.2159714,20.85333,20.14,18.29646,15.20833,10,48
2021-06-09,0.2403992,0.2887818,0.2599427,0.216696,21.65875,21.24292,19.82333,16.84333,10,48
2021-06-10,0.2349276,0.2846393,0.2595593,0.2162958,21.08229,21.16167,20.485,18.23938,10,48
2021-06-11,0.2375693,0.2858601,0.2547589,0.2164538,18.91521,18.38167,17.17062,15.33708,10,48
2021-06-12,0.2394498,0.2889558,0.2576241,0.2169346,21.95104,21.23167,19.37042,16.32583,10,48
2021-06-13,0.2351882,0.2876107,0.2606601,0.2170805,24.75792,24.12,22.40937,19.09562,10,48
2021-06-14,0.2287966,0.2854545,0.2596303,0.2172777,23.7825,23.49812,22.25833,19.39438,10,48
2021-06-15,0.223486,0.2812158,0.2583209,0.216327,22.58771,22.68458,22.135,20.27937,10,48
2021-06-16,0.2238999,0.282849,0.2553039,0.2160612,21.77917,21.29708,19.95104,17.83896,10,48
2021-06-17,0.2450107,0.2873591,0.2545024,0.2166598,19.05625,19.45229,19.04833,17.32688,10,48
2021-06-18,0.2560803,0.2891853,0.2566826,0.2149182,19.40479,19.79771,19.68625,18.86917,10,48
2021-06-19,0.2494446,0.2887946,0.2563422,0.2144368,20.79896,20.38542,19.32333,17.94854,10,48
2021-06-20,0.2460581,0.2864068,0.2555926,0.2148283,19.775,19.8125,19.21333,17.64062,10,48
2021-06-21,0.24452,0.2852029,0.256118,0.2140604,21.35583,21.05354,20.17479,18.68021,10,48
2021-06-22,0.2404702,0.285619,0.2542809,0.2146063,21.07208,20.63833,19.37479,17.43479,10,48
2021-06-23,0.2346835,0.2862741,0.2481376,0.216799,18.17396,17.8575,16.73042,14.60437,10,48
2021-06-24,0.2286416,0.2839874,0.2487877,0.216858,20.11062,19.85875,18.615,16.12167,10,48
2021-06-25,0.2205361,0.2808372,0.2468292,0.2167047,20.44396,20.19979,19.04458,16.59021,10,48
2021-06-26,0.2129183,0.2752818,0.249213,0.2146415,23.77521,23.56958,22.44208,20.10104,10,48
2021-06-27,0.2061901,0.2703953,0.2478842,0.2131971,23.20646,23.26063,22.74771,21.08104,10,48
2021-06-28,0.2060998,0.2713476,0.2429854,0.2124206,22.16958,21.50604,20.14625,18.39042,10,48
2021-06-29,0.2003962,0.2700382,0.2413714,0.2119951,22.19646,21.84563,20.60063,18.27437,10,48
2021-06-30,0.1949896,0.2673771,0.2390335,0.211035,22.19188,21.82896,20.67437,18.35458,10,48
2021-07-01,0.2077365,0.2627022,0.2399347,0.2087805,24.26667,24.16625,23.40125,21.39937,10,48
2021-07-02,0.2168589,0.263107,0.2361371,0.2075106,22.60125,22.45063,21.48771,19.52396,10,48
2021-07-03,0.2122389,0.2665125,0.227335,0.2082782,17.695,17.36417,16.61292,15.08312,10,48
2021-07-04,0.2096043,0.2589366,0.2312795,0.205087,20.36167,20.76208,20.78187,19.64708,10,48
2021-07-05,0.2134602,0.2581706,0.2316412,0.2024383,22.81542,22.56167,22.01146,21.01125,10,48
2021-07-06,0.2086366,0.2622405,0.2196353,0.2048768,14.8025,14.73896,14.33333,13.43,10,48
2021-07-07,0.2425515,0.302832,0.2350363,0.2127944,12.14438,11.99708,11.57062,10.7675,10,48
2021-07-08,0.2497047,0.3055352,0.2421458,0.2184179,11.79333,11.78958,11.52625,10.795,10,48
2021-07-09,0.2570028,0.3104849,0.2472531,0.2219328,12.12,11.92479,11.44708,10.70396,10,48
2021-07-10,0.2472926,0.3015512,0.2429363,0.217601,12.865,12.73729,12.28583,11.42125,10,48
2021-07-11,0.2393372,0.2955001,0.2358829,0.2161153,12.76187,12.44937,11.8,10.80667,10,48
2021-07-12,0.2316241,0.2882437,0.230725,0.2139366,13.18812,12.87438,12.20396,11.07271,10,48
2021-07-13,0.2280382,0.2759973,0.235091,0.2045074,20.91479,20.11396,18.7525,16.70021,10,48
2021-07-14,0.2109478,0.2724572,0.2187981,0.2083548,13.81458,13.55667,12.88021,11.5275,10,48
2021-07-15,0.1997195,0.2655583,0.2128227,0.2056189,13.53396,13.30938,12.76396,11.62417,10,48
2021-07-16,0.1917746,0.2604205,0.207991,0.2025255,13.64687,13.36333,12.77271,11.64042,10,48
2021-07-17,0.1853818,0.2537419,0.2072802,0.1973121,15.58271,15.22563,14.48271,13.20125,10,48
2021-07-18,0.1724597,0.2490809,0.1988071,0.195319,13.97917,13.66688,13.02313,11.81917,10,48
2021-07-19,0.1642644,0.2429832,0.1962397,0.1903146,14.8275,14.50604,13.87438,12.63812,10,48
2021-07-20,0.1552468,0.2387899,0.190994,0.1878737,13.92833,13.66917,13.105,11.9675,10,48
2021-07-21,0.1495587,0.2351051,0.1881113,0.184409,13.97021,13.69146,13.10875,11.99125,10,48
2021-07-22,0.1439049,0.2312811,0.1856036,0.181419,13.75521,13.52208,13.03104,12.00708,10,48
2021-07-23,0.144282,0.2288687,0.1869329,0.1760499,16.18104,15.70646,14.95396,13.72604,10,48
2021-07-24,0.1357098,0.225629,0.181556,0.1757961,13.925,13.64083,13.10479,12.04521,10,48
2021-07-25,0.1306398,0.2218833,0.1795928,0.1740779,13.35896,13.25792,12.92625,12.04438,10,48
2021-07-26,0.1297763,0.2202819,0.1780906,0.1723959,13.54313,13.27354,12.78396,11.91312,10,48
2021-07-27,0.129422,0.2186078,0.1788682,0.1695308,14.79813,14.48938,13.88042,12.89854,10,48
2021-07-28,0.127965,0.2167078,0.1784896,0.1678501,15.16125,14.83188,14.255,13.19458,10,48
2021-07-29,0.1244146,0.2136361,0.1766456,0.1668512,14.36083,14.21271,13.81792,12.88479,10,48
2021-07-30,0.1256674,0.2123993,0.1735502,0.1671826,12.90583,12.82042,12.5425,11.84,10,48
2021-07-31,0.25477,0.3040442,0.2537662,0.2092068,12.5325,12.46854,12.2075,11.68437,10,48
2021-08-01,0.2749655,0.3250792,0.2642889,0.238032,12.50083,12.48188,12.22938,11.65333,10,48
2021-08-02,0.2786383,0.3256466,0.2624024,0.2359497,11.21167,11.51021,11.69083,11.51375,10,48
2021-08-03,0.2841119,0.3286686,0.2664006,0.2422269,11.09625,11.18542,11.15667,11.10646,10,48
2021-08-04,0.2728574,0.3194675,0.2587154,0.2364158,10.90833,10.97708,10.94208,10.85958,10,48
2021-08-05,0.267825,0.314876,0.2545876,0.2320387,11.35125,11.2975,11.05333,10.73833,10,48
2021-08-06,0.2602357,0.3082236,0.2500365,0.2279886,11.40854,11.355,11.10333,10.72625,10,48
2021-08-07,0.251034,0.2999607,0.2446069,0.223497,11.33646,11.29083,11.06688,10.70563,10,48
2021-08-08,0.2441495,0.2909456,0.2409223,0.2167372,12.37167,12.26812,11.92687,11.41542,10,48
2021-08-09,0.2335147,0.2838256,0.2334772,0.2142806,11.55521,11.5225,11.26292,10.75479,10,48
2021-08-10,0.2226651,0.2758384,0.2276507,0.2102596,10.79271,10.95354,10.95271,10.70438,10,48
2021-08-11,0.2226755,0.2734585,0.2240561,0.2076634,10.43646,10.59042,10.60937,10.50542,10,48
2021-08-12,0.2321837,0.2796091,0.2221399,0.2059249,10.16771,10.29083,10.305,10.27979,10,48
2021-08-13,0.2382051,0.282636,0.2246171,0.2011584,11.45083,11.52604,11.48979,11.34063,10,48
2021-08-14,0.2343494,0.2845353,0.2204886,0.2030247,10.10854,10.16083,10.06,9.95542,10,48
2021-08-15,0.2301511,0.2811858,0.2190794,0.2013808,10.1575,10.15833,10.02042,9.86792,10,48
2021-08-16,0.2311092,0.2825853,0.2205646,0.200511,10.33792,10.28708,10.08521,9.83979,10,48
2021-08-17,0.2687196,0.3163078,0.2471147,0.2101671,10.35354,10.36771,10.19729,9.88417,10,48
2021-08-18,0.2607685,0.3084065,0.243344,0.2104496,10.48354,10.41083,10.16604,9.86292,10,48
2021-08-19,0.2526814,0.3002197,0.239177,0.2092221,10.88375,10.74812,10.40042,9.92563,10,48
2021-08-20,0.2446602,0.2927551,0.2350904,0.2080965,10.70708,10.70729,10.50563,10.04542,10,48
2021-08-21,0.2616785,0.3058063,0.2335158,0.207325,10.36063,10.42604,10.32396,10.02854,10,48
2021-08-22,0.2695753,0.3155813,0.2381991,0.2072873,10.48083,10.43792,10.21562,9.92521,10,48
2021-08-23,0.2812128,0.3251097,0.2577791,0.2257278,10.79104,10.66271,10.34521,9.93771,10,48
2021-08-24,0.2697011,0.3145857,0.2524049,0.2265417,10.71479,10.66521,10.43083,10.01333,10,48
2021-08-25,0.2801921,0.3250336,0.2537757,0.225786,10.66937,10.67875,10.48583,10.05667,10,48
2021-08-26,0.2752075,0.3197851,0.2520745,0.2257718,10.30625,10.36917,10.26667,10.01271,10,48
2021-08-27,0.2679406,0.3137403,0.2490104,0.2242727,10.03021,10.10062,10.03813,9.88542,10,48
2021-08-28,0.2591193,0.3059811,0.2450967,0.2221374,9.78479,9.87146,9.83833,9.7475,10,48
2021-08-29,0.2575839,0.3043955,0.241793,0.2200457,9.58563,9.71979,9.69792,9.62021,10,48
2021-08-30,0.2492235,0.298402,0.2380174,0.2177264,8.87042,9.09771,9.26125,9.42271,10,48
2021-08-31,0.2406914,0.2913887,0.2339025,0.2150234,8.72354,8.83354,8.91417,9.14646,10,48
2021-09-01,0.2428447,0.2941144,0.2326164,0.2127544,9.32854,9.26687,9.09021,9.02979,10,48
2021-09-02,0.2633177,0.3130277,0.2378093,0.2142804,9.67958,9.6025,9.35354,9.10354,10,48
2021-09-03,0.256307,0.3050556,0.2359497,0.2145082,9.77063,9.73042,9.50396,9.20021,10,48
2021-09-04,0.248169,0.2972383,0.2329587,0.2132551,9.79937,9.76521,9.54625,9.25104,10,48
2021-09-05,0.239223,0.289188,0.2293857,0.2116749,9.70917,9.71792,9.55146,9.28,10,48
2021-09-06,0.2311008,0.2827049,0.2262275,0.2100399,9.49562,9.53354,9.43021,9.25562,10,48
2021-09-07,0.2513752,0.3004175,0.2252049,0.2087664,9.29354,9.39854,9.35562,9.21562,10,48
2021-09-08,0.2518664,0.3028989,0.2249285,0.2074668,8.86375,8.97646,9.00479,9.06229,10,48
2021-09-09,0.2700098,0.3205578,0.2304511,0.2067698,8.58062,8.75792,8.85,8.93146,10,48
2021-09-10,0.2859277,0.3289676,0.2494149,0.21402,8.54146,8.65729,8.65646,8.74417,10,48
2021-09-11,0.3000693,0.3324772,0.269354,0.2539451,7.34396,7.59521,7.75271,8.08417,10,48
2021-09-12,0.2834611,0.3201762,0.2602245,0.2483214,7.11729,7.35583,7.57354,8.04854,10,48
2021-09-13,0.2782528,0.3157633,0.2561299,0.2430033,7.07313,7.3025,7.49396,7.90479,10,48
2021-09-14,0.2752605,0.31376,0.2535814,0.2394347,7.18875,7.30917,7.38521,7.74896,10,48
2021-09-15,0.2709156,0.3105766,0.2516476,0.2367475,7.74688,7.71583,7.59021,7.70812,10,48
2021-09-16,0.2773379,0.3146125,0.2507745,0.2347862,7.93271,8.00104,7.89479,7.82188,10,48
2021-09-17,0.2739119,0.3129807,0.2497186,0.2332793,7.51208,7.61708,7.63896,7.79604,10,48
2021-09-18,0.2678296,0.3084808,0.2481794,0.2316342,7.75146,7.79646,7.72021,7.76042,10,48
2021-09-19,0.2612527,0.3039791,0.2462965,0.2300449,7.73458,7.80583,7.7475,7.76521,10,48
2021-09-20,0.2580192,0.300384,0.2443246,0.2284541,7.42646,7.57271,7.63271,7.75354,10,48
2021-09-21,0.3113285,0.3378382,0.2661111,0.2397183,7.64562,7.69562,7.63563,7.69125,10,48
2021-09-22,0.3014414,0.3323796,0.2669312,0.2507588,7.69333,7.74417,7.67458,7.68333,10,48
2021-09-23,0.2915578,0.3252634,0.262554,0.2481113,7.63063,7.72125,7.66125,7.66646,10,48
2021-09-24,0.2816916,0.3180213,0.2583518,0.2451363,6.92167,7.13167,7.30208,7.57375,10,48
2021-09-25,0.2802519,0.3163583,0.2558908,0.2425137,6.96667,7.09646,7.17938,7.42625,10,48
2021-09-26,0.2823029,0.318045,0.2552552,0.2407506,7.79687,7.68021,7.42771,7.38708,10,48
2021-09-27,0.2841425,0.3201041,0.2550369,0.2398133,8.24563,8.14708,7.83917,7.55458,10,48
2021-09-28,0.2811445,0.318113,0.2543987,0.2389992,8.13104,8.105,7.91958,7.69917,10,48
2021-09-29,0.2726525,0.3131373,0.2527629,0.2379258,7.65167,7.87,7.89104,7.76813,10,48
2021-09-30,0.2622464,0.3059857,0.2494181,0.2359437,5.685,6.25313,6.87125,7.51167,10,48
2021-10-01,0.2570485,0.3017677,0.2466417,0.2335222,5.02833,5.48688,6.04958,6.965,10,48
2021-10-02,0.2529681,0.2990469,0.2446199,0.23139,4.84208,5.16354,5.61896,6.51792,10,48
2021-10-03,0.2521162,0.2989838,0.2442129,0.2299591,6.03437,6.02375,5.97167,6.33875,10,48
2021-10-04,0.2462964,0.2960792,0.2432256,0.2291725,5.61688,5.87917,6.05167,6.40396,10,48
2021-10-05,0.2418722,0.2931348,0.2416909,0.2278799,5.32021,5.55917,5.78667,6.28125,10,48
2021-10-06,0.2372593,0.2902578,0.2400702,0.2265119,4.75063,5.08083,5.4575,6.10333,10,48
2021-10-07,0.2343595,0.2885814,0.2388829,0.2251719,4.74979,5.03167,5.29542,5.90208,10,48
2021-10-08,0.2319217,0.2865164,0.2380436,0.2235456,4.74604,4.94104,5.17042,5.86,10,48
2021-10-09,0.2347217,0.2869341,0.2377413,0.2225723,5.58333,5.51042,5.41354,5.78625,10,48
2021-10-10,0.2461671,0.2917536,0.242021,0.2182825,7.03438,6.99896,7.01833,7.38542,10,48
2021-10-11,0.2452587,0.2895126,0.2448159,0.2122959,7.62542,7.53104,7.86312,9.38563,10,48
2021-10-12,0.242311,0.2877435,0.2433836,0.2108027,7.03854,6.80979,7.28729,8.68417,10,48
2021-10-13,0.2407843,0.2870353,0.2430757,0.2104113,7.74271,7.18792,7.40375,8.71521,10,48
2021-10-14,0.2400088,0.2873115,0.243572,0.2098617,9.05354,8.37042,8.25021,8.87458,10,48
2021-10-15,0.2327941,0.2831945,0.2416167,0.2095711,6.26833,6.51479,7.29229,8.58188,10,48
2021-10-16,0.2251845,0.2795691,0.2381852,0.2095545,3.67437,4.39708,5.65396,7.53,10,48
2021-10-17,0.221007,0.2766791,0.2361388,0.2073871,2.43937,3.09771,4.3325,6.71,10,48
2021-10-18,0.2236459,0.2772303,0.2367888,0.2053666,3.35104,3.71146,4.57333,6.64688,10,48
2021-10-19,0.2202874,0.2750879,0.2353082,0.2040029,2.13708,2.80167,3.88,6.04083,10,48
2021-10-20,0.2185329,0.2741109,0.2333447,0.2043769,1.98333,2.45187,3.28208,5.27833,10,48
2021-10-21,0.2090672,0.2737568,0.225732,0.2113634,1.52625,1.87896,2.31667,3.38646,10,48
2021-10-22,0.2098999,0.2739166,0.2254247,0.2107403,1.86542,2.08771,2.3675,3.28542,10,48
2021-10-23,0.2112515,0.2743444,0.2254467,0.2103973,2.245,2.40646,2.57521,3.29104,10,48
2021-10-24,0.2129862,0.2751374,0.2257148,0.2102424,2.83708,2.90333,2.92458,3.38604,10,48
2021-10-25,0.2135169,0.2755427,0.2259993,0.2103035,3.30583,3.30188,3.25479,3.55833,10,48
2021-10-26,0.2137607,0.2758998,0.2264858,0.2104456,3.73646,3.8025,3.70938,3.78792,10,48
2021-10-27,0.2104219,0.2738065,0.2256259,0.2103232,2.97583,3.22708,3.46521,3.88312,10,48
2021-10-28,0.2088504,0.2727465,0.2248522,0.2097194,2.79083,3.01,3.26167,3.78542,10,48
2021-10-29,0.2083131,0.2724043,0.2244376,0.2091259,2.97479,3.11979,3.25396,3.71333,10,48
2021-10-30,0.2092425,0.2729888,0.2245463,0.2088938,3.62833,3.62688,3.52188,3.75958,10,48
2021-10-31,0.2049734,0.270761,0.2240624,0.2088642,2.59646,3.10875,3.48625,3.89063,10,48
2021-11-01,0.203804,0.2693276,0.2227676,0.2080276,2.45083,2.75604,3.02229,3.66688,10,48
2021-11-02,0.201806,0.2676826,0.2217645,0.2072534,1.85583,2.2225,2.63792,3.47021,10,48
2021-11-03,0.2035719,0.2684949,0.22171,0.2066136,2.49187,2.64896,2.78146,3.33542,10,48
2021-11-04,0.2036732,0.2684582,0.2214941,0.2062896,2.60021,2.71833,2.84458,3.33271,10,48
2021-11-05,0.2042166,0.2687038,0.2214121,0.2060336,2.89458,2.93792,2.98417,3.37313,10,48
2021-11-06,0.2010392,0.2671475,0.2210613,0.2060154,1.9775,2.49979,2.96562,3.46542,10,48
2021-11-07,0.1984251,0.264806,0.219353,0.2050728,1.12813,1.59688,2.18187,3.17542,10,48
2021-11-08,0.2190748,0.280863,0.2279153,0.2070195,1.03187,1.35729,1.84708,2.85604,10,48
2021-11-09,0.2664644,0.3112052,0.244943,0.2167273,1.03917,1.30083,1.68833,2.61792,10,48
2021-11-10,0.2647251,0.3084598,0.2430596,0.2157161,1.04854,1.31354,1.64854,2.4925,10,48
2021-11-11,0.2658998,0.3083141,0.2413144,0.2146175,1.03667,1.28583,1.59625,2.39917,10,48
2021-11-12,0.2637577,0.3070815,0.2407471,0.2139061,0.82833,1.1225,1.47896,2.30854,10,48
2021-11-13,0.259731,0.3040797,0.2390331,0.2132252,0.74479,1.01312,1.34146,2.18104,10,48
2021-11-14,0.2567104,0.301995,0.2375464,0.2125537,0.65521,0.94229,1.26917,2.08312,10,48
2021-11-15,0.2493006,0.2985752,0.2360764,0.2117344,0.46583,0.77417,1.12292,1.98333,10,48
2021-11-16,0.2419547,0.2950176,0.2346285,0.2110493,0.37292,0.6725,1.00729,1.86937,10,48
2021-11-17,0.2449194,0.2963714,0.2336053,0.2101714,0.33188,0.60146,0.92646,1.77333,10,48
2021-11-18,0.2715714,0.3109112,0.2375747,0.2101447,0.41333,0.65083,0.90958,1.69708,10,48
2021-11-19,0.2591138,0.3061547,0.2386473,0.2106865,0.35729,0.61187,0.895,1.65146,10,48
2021-11-20,0.2323357,0.2984058,0.2367659,0.2108885,0.22938,0.50146,0.80938,1.58396,10,48
2021-11-21,0.1704887,0.2783865,0.2347717,0.2107451,-0.01771,0.33979,0.68292,1.50083,10,48
2021-11-22,0.1522601,0.253437,0.2325183,0.2101454,-0.22958,0.21771,0.56104,1.39688,10,48
2021-11-23,0.1356344,0.2028917,0.2290925,0.2094851,-0.69833,-0.02896,0.43354,1.28813,10,48
2021-11-24,0.1283727,0.1795025,0.2200143,0.2083063,-1.07854,-0.35188,0.29667,1.17854,10,48
2021-11-25,0.1223648,0.1683061,0.1905026,0.206654,-1.47146,-0.73646,0.13667,1.0575,10,48
2021-11-26,0.1217934,0.1654503,0.1576529,0.2044785,-1.40667,-0.84604,-0.06229,0.94292,10,48
2021-11-27,0.1188763,0.1614853,0.1452117,0.2020908,-1.64396,-1.0975,-0.27271,0.83417,10,48
2021-11-28,0.1284379,0.1662244,0.1439958,0.1991814,-0.77333,-0.61271,-0.24667,0.74354,10,48
2021-11-29,0.1481555,0.1796297,0.1492409,0.1969165,-0.12125,-0.08458,-0.04167,0.69542,10,48
2021-11-30,0.128921,0.1704207,0.1482989,0.1966673,-1.02562,-0.54542,-0.10479,0.68208,10,48
2021-12-01,0.1128179,0.1562507,0.1389269,0.1956382,-2.35104,-1.58229,-0.56354,0.62937,10,48
2021-12-02,0.1131329,0.1546901,0.1341842,0.1926154,-2.04667,-1.605,-0.85479,0.52271,10,48
2021-12-03,0.1098446,0.1528133,0.1328463,0.1884561,-2.48625,-1.84938,-1.00104,0.41125,10,48
2021-12-04,0.1028007,0.1457786,0.127736,0.180761,-3.29917,-2.63313,-1.59375,0.28979,10,48
2021-12-05,0.1134951,0.1519381,0.1288157,0.156279,-1.73375,-1.63146,-1.29271,0.12104,10,48
2021-12-06,0.1225909,0.1610581,0.1341585,0.1472618,-0.98646,-0.74917,-0.61188,0.07938,10,48
2021-12-07,0.1120824,0.1531038,0.1312997,0.1455129,-2.00708,-1.59937,-1.04208,0.05479,10,48
2021-12-08,0.1118001,0.1522321,0.1301357,0.1394631,-1.99833,-1.68375,-1.20354,-0.01687,10,48
2021-12-09,0.1225445,0.158236,0.1320345,0.1365165,-1.04271,-1.02458,-0.88187,-0.05958,10,48
2021-12-10,0.148177,0.1727256,0.1390361,0.1378434,-0.1275,-0.18979,-0.31542,0.0,10,48
2021-12-11,0.1293096,0.1634269,0.1383107,0.1400626,-1.10646,-0.76958,-0.45854,0.04146,10,48
2021-12-12,0.112376,0.1502006,0.1321048,0.1385425,-3.00021,-2.17812,-1.19437,-0.00708,10,48
2021-12-13,0.1048084,0.1411753,0.1247687,0.1305286,-3.8775,-3.275,-2.26521,-0.26229,10,48
2021-12-14,0.1085969,0.1439379,0.1252917,0.1254023,-3.10792,-2.7,-2.07188,-0.49958,10,48
2021-12-15,0.1056811,0.1417632,0.1242131,0.1231139,-3.62958,-3.11583,-2.325,-0.65792,10,48
2021-12-16,0.1056718,0.1420817,0.1241095,0.1213123,-3.58938,-3.04813,-2.31062,-0.79563,10,48
2021-12-17,0.1004435,0.1371881,0.1211672,0.1186491,-4.74583,-4.07854,-3.03729,-1.06625,10,48
