date,sm5,sm10,sm20,sm40,st5,st10,st20,st40,nodes,obs48,T,U,Ff,ff10,VV,Td,VPD,RRR,Po,P,Pa,T_max,T_min
2021-04-25,0.2286421,0.3024797,0.2448523,0.2318861,4.45396,4.08042,3.47646,2.35396,10,48,9.9375,30.875,1.875,,12.0,-8.925,1.0179635275205787,0.0,747.325,769.2375,-0.6,17.1,-1.5
2021-04-26,0.2266398,0.3023333,0.2449333,0.2313789,5.22167,4.71271,3.91667,2.49854,10,48,15.6125,22.125,3.75,,11.625,-7.4,1.4809691376370124,0.0,739.7125,760.8874999999999,-1.0125,21.2,8.3
2021-04-27,0.2245622,0.3017448,0.2450425,0.2312528,5.56271,5.18937,4.42021,2.82813,10,48,12.15,63.5,3.875,,8.75,5.0625,0.5446595787087503,2.9,734.9,755.9625,-0.3125,15.8,9.9
2021-04-28,0.2217882,0.2995854,0.2437848,0.2306384,4.57792,4.55438,4.13937,2.95625,10,48,10.1125,33.0,4.5,,12.375,-7.225,0.8618421827063779,1.2,734.4875,755.825,0.0,12.8,6.9
2021-04-29,0.2206263,0.2983352,0.2427528,0.2296043,4.55,4.33437,3.87104,2.87854,10,48,10.5625,49.875,3.0,,11.125,-1.6875,0.7188132733595656,5.2,730.6374999999999,751.8,-0.3875,15.7,6.4
2021-04-30,0.225353,0.2983086,0.2422482,0.2286907,3.84646,3.88146,3.64167,2.85229,10,48,6.8625,71.5,2.0,,11.5,1.625,0.31613016076774325,7.5,733.1,754.625,0.425,10.6,4.0
2021-05-01,0.2264093,0.300121,0.2421452,0.2276994,4.54917,4.15708,3.53458,2.69271,10,48,9.175,55.875,2.25,,11.5,-0.2375,0.5974179079430383,0.0,736.075,757.6125,0.5625,14.0,2.0
2021-05-02,0.2257557,0.301233,0.2428881,0.2276477,5.47208,5.00312,4.17958,2.91646,10,48,11.5375,54.0,1.875,,10.5,1.225,0.7646319014856331,0.0,739.7375,761.225,-0.11249999999999998,17.3,2.2
2021-05-03,0.2225899,0.3001734,0.2428017,0.2277584,5.65188,5.26,4.57104,3.29563,10,48,15.75,33.875,4.125,,11.75,-0.4875,1.2328807624690756,0.0,734.4125,755.375,-0.575,20.2,10.8
2021-05-04,0.2203015,0.2998227,0.2427909,0.2276554,6.17021,5.7825,5.00542,3.60708,10,48,12.475,53.125,4.25,,12.25,2.7,0.7094849965258766,0.4,732.6125,753.625,-0.2875,15.6,9.6
2021-05-05,0.2159215,0.2972913,0.2416613,0.2272092,5.435,5.31687,4.87,3.82917,10,48,12.7125,39.0,4.75,,12.25,-1.4625,0.9311494576100999,0.0,729.675,750.725,0.012500000000000011,16.9,9.2
2021-05-06,0.2159072,0.2977012,0.2412343,0.226409,6.45458,5.83125,5.01021,3.88354,10,48,18.1875,31.375,4.125,,11.0,-0.29999999999999993,1.587034915035958,0.0,729.05,749.7625,-0.2625,25.5,10.5
2021-05-07,0.2134746,0.2967182,0.2415698,0.2266242,6.22208,6.13792,5.60563,4.28667,10,48,10.725,70.5,3.5,,10.625,5.45,0.39144744563477446,12.1,725.8625,746.725,-0.4375,12.6,9.0
2021-05-08,0.222936,0.2951496,0.2399392,0.2256623,4.85479,5.03479,4.93271,4.31292,10,48,7.3125,81.0,5.625,,11.225,4.1499999999999995,0.204239075321534,24.1,724.0125,745.1875,0.39999999999999997,9.4,5.8
2021-05-09,0.2423711,0.3052104,0.2413846,0.2249803,5.46146,5.1625,4.70312,4.07958,10,48,10.25,59.375,3.125,,13.5,1.5374999999999999,0.6106317661815293,0.8,733.75,755.2125,0.95,16.1,4.5
2021-05-10,0.2334828,0.3035818,0.2403113,0.2178843,3.44313,3.58062,3.42146,2.97313,10,48,12.75,49.625,2.375,,12.375,1.15,0.8825422717021928,0.4,737.9125,759.225,0.35,18.4,3.7
2021-05-11,0.250643,0.3055262,0.2561226,0.2138479,5.94298,5.57229,4.75173,3.85216,10,48,16.849999999999998,44.25,3.0,,11.5,2.2375,1.2842884890209492,0.2,737.4375,758.475,-0.7,22.4,7.4
2021-05-12,0.2549049,0.3040446,0.268123,0.2148017,9.15021,8.57458,7.41771,5.77792,10,48,17.75,37.0,5.0,,12.625,0.8250000000000002,1.3638123743630413,1.2,734.25,755.0125,0.2,22.1,13.8
2021-05-13,0.2469839,0.302155,0.2670791,0.2152189,9.28542,8.76646,7.61854,6.09583,10,48,18.75,52.625,3.0,,9.875,7.6625,1.1444471526865199,0.0,736.675,757.475,0.18750000000000006,23.6,13.2
2021-05-14,0.2422897,0.3011006,0.2683673,0.2155347,10.36146,9.81521,8.69396,6.86,10,48,20.3125,58.0,3.125,,10.375,11.6375,1.0562600413712822,0.0,734.5125,755.15,-0.525,24.7,14.6
2021-05-15,0.2391293,0.2985041,0.2678961,0.2155064,9.51125,9.52146,8.9,7.37833,10,48,13.025,67.25,2.625,,11.575,6.65,0.5091472839647434,2.8,736.3125,757.3,0.625,19.1,7.4
2021-05-16,0.239341,0.2986904,0.2668658,0.2143472,10.26896,9.7025,8.66667,7.31417,10,48,14.9625,42.5,1.125,,11.875,-0.03749999999999991,1.1882256011849663,0.0,734.9875,756.0625,-0.55,22.9,7.6
2021-05-17,0.2360339,0.2991369,0.2677791,0.2145433,11.48667,10.81979,9.53729,7.71271,10,48,20.3,31.285714285714285,2.7142857142857144,,12.571428571428571,0.4714285714285714,1.858207642517573,0.0,732.9142857142857,753.5428571428572,0.19999999999999998,27.1,12.4
2021-05-18,0.2317737,0.2990565,0.268711,0.2150914,12.54479,11.82208,10.44542,8.33104,10,48,24.7625,21.25,4.0,,12.875,0.6,2.5884344567662585,0.0,730.9875,751.225,-0.3,31.1,17.8
2021-05-19,0.228535,0.2999081,0.2699987,0.215756,14.04021,13.17083,11.51229,9.025,10,48,24.3875,31.75,4.875,,12.125,6.1125,2.184714301522302,0.0,731.55,751.775,0.25,30.0,18.9
2021-05-20,0.2233634,0.298711,0.2705586,0.2168641,14.40229,13.72708,12.26167,9.77188,10,48,23.3625,41.75,4.125,,11.5,9.4,1.732248444772941,0.0,732.0875,752.35,-0.012500000000000011,27.4,19.5
2021-05-21,0.2192748,0.2972806,0.2702498,0.2168564,14.54333,13.92104,12.56792,10.25271,10,48,22.7375,44.0,3.375,,10.625,8.737499999999999,1.734292033631022,0.0,732.2375,752.6375,0.012499999999999983,29.0,15.5
2021-05-22,0.215342,0.2961916,0.2701997,0.2168158,14.85146,14.25833,12.95917,10.66729,10,48,24.8375,46.25,3.875,,9.125,11.375,1.87672427718034,0.0,731.875,752.1125,-0.12500000000000003,31.3,18.0
2021-05-23,0.2067391,0.2899224,0.2680437,0.2164996,11.93292,12.54813,12.44146,10.95979,10,48,16.025,69.0,3.875,,9.375,9.5875,0.68375516504368,24.0,732.5,753.0625,0.1625,21.8,11.2
2021-05-24,0.2153219,0.2897871,0.2598585,0.2160904,10.38187,11.05604,11.4475,11.38458,10,48,12.25,54.375,4.25,,10.625,2.3875,0.6906861399267041,4.4,730.8125,751.9375,-0.375,15.6,8.4
2021-05-25,0.2217799,0.293039,0.2558096,0.2151678,12.36333,12.4325,12.31167,12.2675,10,48,14.5,34.375,2.875,,13.0,-3.5999999999999996,1.2441031465211578,0.0,729.1875,750.175,-0.012500000000000008,19.6,6.0
2021-05-26,0.2242344,0.2959549,0.2569433,0.2143602,14.75458,14.27375,13.19146,12.01896,10,48,15.625,40.625,3.375,,12.875,0.8374999999999999,1.115058081291234,0.0,729.525,750.3,0.075,19.8,11.1
2021-05-27,0.2257299,0.2904156,0.2585461,0.2117115,14.78173,14.47635,13.51788,12.0025,10,48,16.6125,45.125,2.125,,12.25,3.0,1.183374818227915,0.0,728.3625,749.15,-0.275,21.8,9.5
2021-05-28,0.2240378,0.2848886,0.2585271,0.2097537,16.43083,16.37146,15.73771,14.22833,10,48,15.5375,57.375,2.125,,12.5,6.8875,0.7760285266274893,0.0,728.825,749.5625,0.19999999999999996,18.9,12.9
2021-05-29,0.2226095,0.2838693,0.2566856,0.2105786,16.49175,16.16722,15.05608,13.55794,10,48,15.6875,54.625,2.0,,11.5,4.6,1.0174396970995692,0.0,731.7375,752.625,0.4625,22.7,8.0
2021-05-30,0.2125564,0.2790195,0.2554006,0.2149617,18.54208,18.34021,17.27958,15.33188,10,48,17.4125,52.375,2.5,,12.0,7.2,0.9892196695190842,1.2000000000000002,734.2,755.0,0.21428571428571427,21.6,13.5
2021-05-31,0.2112511,0.2803741,0.2547755,0.2151126,19.82,19.10792,17.33438,14.94729,10,48,21.0,43.25,2.625,,12.75,7.0125,1.555439791261148,0.4,735.0375,755.6875,-0.25,25.9,13.6
2021-06-01,0.2078038,0.2769386,0.2559351,0.2149649,19.35312,19.61437,18.97042,16.83708,10,48,17.3,64.0,3.0,,11.05,9.125,0.8194602764953738,23.6,735.1125,755.8375,0.4625,23.1,11.3
2021-06-02,0.2253619,0.2777233,0.2533471,0.2134055,16.37625,16.92375,17.16729,16.54417,10,48,14.225,92.25,3.0,,5.875,12.9,0.1197896537581058,256.0,733.8625,754.8125,-0.6875,16.0,13.2
2021-06-03,0.2709721,0.2982799,0.2572769,0.2123401,15.30021,15.72875,15.83271,15.65812,10,48,13.55,78.5,3.5,,10.625,9.6625,0.3492074266985041,95.2,728.5625,749.45,-0.6875,15.7,12.3
2021-06-04,0.2636543,0.2958344,0.2568608,0.2129283,14.44333,14.50979,14.20917,14.00396,10,48,14.1375,83.0,2.75,,10.5,11.1,0.3073549989929088,2.6,723.2,743.95,-0.575,18.5,10.3
2021-06-05,0.2616929,0.2932954,0.2583893,0.2128619,16.01688,16.02208,15.54687,14.81542,10,48,14.8375,81.875,2.75,,11.625,11.5375,0.3369896564258449,34.7,724.3875,745.125,0.8625,17.9,12.4
2021-06-06,0.2564847,0.2932942,0.2563004,0.2139054,15.52563,15.32812,14.42521,13.2625,10,48,16.55,76.875,2.0,,12.75,12.025,0.5034947982736238,0.0,732.6625,753.525,0.9875,21.5,12.8
2021-06-07,0.2522103,0.2927851,0.2575418,0.2144826,18.84583,17.90375,16.01437,13.84854,10,48,18.7375,66.0,1.125,,11.125,11.225,0.9101362930991008,32.0,738.125,758.9875,0.36250000000000004,24.5,11.7
2021-06-08,0.246744,0.2916279,0.2593109,0.2159714,20.85333,20.14,18.29646,15.20833,10,48,22.125,52.0,2.375,,13.75,11.075,1.4203881547590684,0.0,739.3375,760.025,-0.03333333333333333,27.2,13.8
2021-06-09,0.2403992,0.2887818,0.2599427,0.216696,21.65875,21.24292,19.82333,16.84333,10,48,23.025,63.125,2.75,,10.875,15.6,1.0488578274724443,0.0,737.85,758.35,-0.04999999999999999,25.1,20.2
2021-06-10,0.2349276,0.2846393,0.2595593,0.2162958,21.08229,21.16167,20.485,18.23938,10,48,20.275,86.125,2.25,,8.7875,17.8,0.34130759461699367,31.0,735.8375,756.3875,-0.31428571428571433,21.6,18.9
2021-06-11,0.2375693,0.2858601,0.2547589,0.2164538,18.91521,18.38167,17.17062,15.33708,10,48,22.0875,76.25,2.5,,9.125,17.3875,0.7058058294204395,0.0,734.45,754.9875,0.125,25.9,18.1
2021-06-12,0.2394498,0.2889558,0.2576241,0.2169346,21.95104,21.23167,19.37042,16.32583,10,48,25.6125,61.0,3.875,,9.0625,16.7875,1.4282959655081917,0.0,735.425,755.7375,-0.042857142857142864,30.1,20.4
2021-06-13,0.2351882,0.2876107,0.2606601,0.2170805,24.75792,24.12,22.40937,19.09562,10,48,22.837500000000002,70.375,3.0,,9.25,17.075,0.8399095322290888,2.8,733.7375,754.0875,-0.3125,25.5,20.6
2021-06-14,0.2287966,0.2854545,0.2596303,0.2172777,23.7825,23.49812,22.25833,19.39438,10,48,22.349999999999998,68.625,3.125,,11.0,16.2625,0.855476530794873,0.0,731.6,751.9875,-0.325,23.9,19.9
2021-06-15,0.223486,0.2812158,0.2583209,0.216327,22.58771,22.68458,22.135,20.27937,10,48,20.9125,75.125,2.875,,10.125,16.3125,0.6180799700958157,0.0,731.7375,752.175,0.3625,22.8,18.4
2021-06-16,0.2238999,0.282849,0.2553039,0.2160612,21.77917,21.29708,19.95104,17.83896,10,48,23.5375,67.625,3.0,,9.5,16.875,1.0084733558983123,0.0,732.425,752.7875,-0.325,26.7,19.3
2021-06-17,0.2450107,0.2873591,0.2545024,0.2166598,19.05625,19.45229,19.04833,17.32688,10,48,19.7375,74.75,3.625,,11.2875,14.5125,0.6609594998236542,71.4,729.175,749.575,-0.3625,23.2,13.8
2021-06-18,0.2560803,0.2891853,0.2566826,0.2149182,19.40479,19.79771,19.68625,18.86917,10,48,18.025,66.875,4.125,,14.5,11.262500000000001,0.7711030262095955,11.9,725.575,746.0875,-0.21250000000000002,24.1,13.2
2021-06-19,0.2494446,0.2887946,0.2563422,0.2144368,20.79896,20.38542,19.32333,17.94854,10,48,19.675,61.75,3.125,,14.875,11.6875,0.9479676356547742,3.4,725.8375,746.2625,0.18750000000000003,23.9,16.5
2021-06-20,0.2460581,0.2864068,0.2555926,0.2148283,19.775,19.8125,19.21333,17.64062,10,48,17.6625,82.25,1.875,,12.0,14.475,0.3852829320325744,17.7,729.2375,749.8625,0.4875,22.4,15.3
2021-06-21,0.24452,0.2852029,0.256118,0.2140604,21.35583,21.05354,20.17479,18.68021,10,48,17.5125,88.25,1.875,,9.4625,15.4125,0.2722582592156446,4.1,733.3375,754.1,0.47500000000000003,22.3,14.0
2021-06-22,0.2404702,0.285619,0.2542809,0.2146063,21.07208,20.63833,19.37479,17.43479,10,48,19.6625,68.625,2.375,,12.5,12.95,0.8423635954625135,0.0,736.525,757.25,0.3125,24.2,15.1
2021-06-23,0.2346835,0.2862741,0.2481376,0.216799,18.17396,17.8575,16.73042,14.60437,10,48,20.675,64.0,1.625,,12.25,12.325,1.1014039486704554,0.0,737.475,758.175,-0.012499999999999997,26.7,13.4
2021-06-24,0.2286416,0.2839874,0.2487877,0.216858,20.11062,19.85875,18.615,16.12167,10,48,22.3125,60.375,1.75,,12.125,13.225,1.2608118017780399,0.0,736.35,756.875,-0.1625,27.6,15.9
2021-06-25,0.2205361,0.2808372,0.2468292,0.2167047,20.44396,20.19979,19.04458,16.59021,10,48,23.65,58.0,2.375,,11.375,14.225,1.3655213042460246,0.0,734.9375,755.35,-0.16249999999999998,28.2,16.7
2021-06-26,0.2129183,0.2752818,0.249213,0.2146415,23.77521,23.56958,22.44208,20.10104,10,48,20.2375,83.5,2.25,,10.1625,17.2375,0.4057776487424236,3.0,734.975,755.5125,0.11250000000000002,22.9,17.2
2021-06-27,0.2061901,0.2703953,0.2478842,0.2131971,23.20646,23.26063,22.74771,21.08104,10,48,20.7125,87.375,2.125,,9.75,18.45,0.33577984746854467,6.3,735.3125,755.95,-0.07500000000000001,23.8,18.3
2021-06-28,0.2060998,0.2713476,0.2429854,0.2124206,22.16958,21.50604,20.14625,18.39042,10,48,22.6,76.0,1.5,,6.825,17.7375,0.746535300388989,5.5,733.8375,754.3375,-0.2,26.9,17.6
2021-06-29,0.2003962,0.2700382,0.2413714,0.2119951,22.19646,21.84563,20.60063,18.27437,10,48,22.9875,78.625,1.5,,7.625,18.5875,0.7137537461679515,0.5,732.5375,752.9,-0.1625,27.6,18.8
2021-06-30,0.1949896,0.2673771,0.2390335,0.211035,22.19188,21.82896,20.67437,18.35458,10,48,22.625,84.0,1.125,,5.95,19.6875,0.46360858606924604,18.0,732.3875,752.75,-0.012500000000000011,26.4,20.1
2021-07-01,0.2077365,0.2627022,0.2399347,0.2087805,24.26667,24.16625,23.40125,21.39937,10,48,24.1375,77.875,2.875,,6.725,19.7125,0.7476961935971008,27.0,732.4125,752.725,0.2625,28.1,19.7
2021-07-02,0.2168589,0.263107,0.2361371,0.2075106,22.60125,22.45063,21.48771,19.52396,10,48,25.35,74.0,2.5,,6.875,20.175,0.8949543354031327,0.0,734.85,755.1,0.26249999999999996,28.5,22.2
2021-07-03,0.2122389,0.2665125,0.227335,0.2082782,17.695,17.36417,16.61292,15.08312,10,48,24.925,72.5,1.875,,6.875,19.275,0.9586511883843609,1.0,735.1125,755.3875,-0.25,28.1,20.0
2021-07-04,0.2096043,0.2589366,0.2312795,0.205087,20.36167,20.76208,20.78187,19.64708,10,48,19.9625,93.0,1.625,,6.0,18.7375,0.17554464802190278,25.3,732.9125,753.4,-0.1625,22.4,18.9
2021-07-05,0.2134602,0.2581706,0.2316412,0.2024383,22.81542,22.56167,22.01146,21.01125,10,48,21.9,84.125,2.25,,7.375,18.8375,0.48265610347729876,0.7,734.1375,754.6875,0.22500000000000003,25.8,18.9
2021-07-06,0.2086366,0.2622405,0.2196353,0.2048768,14.8025,14.73896,14.33333,13.43,10,48,22.225,89.125,1.875,,6.225,20.225,0.328215084648863,6.2,733.975,754.4125,-0.0875,26.6,19.0
2021-07-07,0.2425515,0.302832,0.2350363,0.2127944,12.14438,11.99708,11.57062,10.7675,10,48,21.325,97.375,1.625,,4.6125,20.8625,0.07459885836994246,183.0,733.3625000000001,753.85,-0.125,23.8,20.2
2021-07-08,0.2497047,0.3055352,0.2421458,0.2184179,11.79333,11.78958,11.52625,10.795,10,48,21.9125,92.875,1.875,,5.9875,20.6375,0.2050558088625138,43.0,732.575,753.025,-0.08750000000000001,24.8,19.9
2021-07-09,0.2570028,0.3104849,0.2472531,0.2219328,12.12,11.92479,11.44708,10.70396,10,48,21.9,92.875,1.625,,6.875,20.6625,0.19875240997804755,16.0,732.125,752.55,-0.025000000000000005,24.7,19.9
2021-07-10,0.2472926,0.3015512,0.2429363,0.217601,12.865,12.73729,12.28583,11.42125,10,48,23.425,85.625,2.0,,6.875,20.725,0.46148118793274295,2.9,732.9,753.3,0.175,27.0,20.1
2021-07-11,0.2393372,0.2955001,0.2358829,0.2161153,12.76187,12.44937,11.8,10.80667,10,48,25.325,85.125,1.75,,5.325,22.4375,0.5504681792740201,0.0,734.3875,754.675,0.028571428571428584,29.2,21.6
2021-07-12,0.2316241,0.2882437,0.230725,0.2139366,13.18812,12.87438,12.20396,11.07271,10,48,27.275,82.375,2.25,,8.175,23.8625,0.690910159583144,0.0,734.95,755.1125,1.586032892321652e-17,30.5,23.8
2021-07-13,0.2280382,0.2759973,0.235091,0.2045074,20.91479,20.11396,18.7525,16.70021,10,48,28.7,74.25,3.375,,10.25,23.5,1.071963234437635,0.0,733.9125,753.95,-0.1857142857142857,32.4,25.0
2021-07-14,0.2109478,0.2724572,0.2187981,0.2083548,13.81458,13.55667,12.88021,11.5275,10,48,28.0375,74.0,3.5,,11.875,22.9,1.0042806355965055,0.0,735.1125,755.1375,0.3375,30.1,26.1
2021-07-15,0.1997195,0.2655583,0.2128227,0.2056189,13.53396,13.30938,12.76396,11.62417,10,48,27.875,79.5,3.0,,12.5,23.925,0.8022193518497561,0.0,738.0875,758.3,0.30000000000000004,30.5,25.6
2021-07-16,0.1917746,0.2604205,0.207991,0.2025255,13.64687,13.36333,12.77271,11.64042,10,48,27.0875,78.625,2.25,,12.75,22.8625,0.8171152716012735,0.0,739.8375,760.1,0.17142857142857146,30.4,24.7
2021-07-17,0.1853818,0.2537419,0.2072802,0.1973121,15.58271,15.22563,14.48271,13.20125,10,48,27.9875,76.125,1.75,,12.375,23.05,0.9990907783256765,0.0,738.65,758.8375,-0.22499999999999998,31.6,24.5
2021-07-18,0.1724597,0.2490809,0.1988071,0.195319,13.97917,13.66688,13.02313,11.81917,10,48,27.8,79.875,2.25,,11.625,23.7875,0.8187418223958931,0.0,737.2375000000001,757.4,-0.03750000000000001,31.4,24.6
2021-07-19,0.1642644,0.2429832,0.1962397,0.1903146,14.8275,14.50604,13.87438,12.63812,10,48,27.55,75.625,2.25,,11.75,22.625,0.9637174363934569,0.0,738.15,758.35,0.15,30.9,24.5
2021-07-20,0.1552468,0.2387899,0.190994,0.1878737,13.92833,13.66917,13.105,11.9675,10,48,27.225,76.75,1.875,,13.25,22.5375,0.9100026949259481,0.0,739.6125,759.8625,0.14999999999999997,30.9,24.7
2021-07-21,0.1495587,0.2351051,0.1881113,0.184409,13.97021,13.69146,13.10875,11.99125,10,48,26.725,78.875,1.875,,12.875,22.599999999999998,0.7894367806864557,0.0,739.875,760.1875,-0.03749999999999998,29.7,23.1
2021-07-22,0.1439049,0.2312811,0.1856036,0.181419,13.75521,13.52208,13.03104,12.00708,10,48,28.0,78.25,1.875,,12.25,23.6,0.9109694833463824,0.0,738.0375,758.25,-0.33749999999999997,31.8,23.7
2021-07-23,0.144282,0.2288687,0.1869329,0.1760499,16.18104,15.70646,14.95396,13.72604,10,48,28.2125,71.125,2.75,,11.875,22.2625,1.1552471028233935,0.0,736.1125,756.225,-0.11249999999999999,31.2,25.3
2021-07-24,0.1357098,0.225629,0.181556,0.1757961,13.925,13.64083,13.10479,12.04521,10,48,28.275,65.125,3.5,,12.375,20.75,1.422708041484099,0.0,735.0625,755.1375,-0.175,32.2,24.5
2021-07-25,0.1306398,0.2218833,0.1795928,0.1740779,13.35896,13.25792,12.92625,12.04438,10,48,27.9375,67.625,3.0,,12.375,21.2,1.2534465860656046,0.0,733.4625,753.475,-0.22499999999999998,30.1,25.6
2021-07-26,0.1297763,0.2202819,0.1780906,0.1723959,13.54313,13.27354,12.78396,11.91312,10,48,28.0625,63.625,3.25,,12.5,20.3625,1.4248868056793929,0.0,731.9,751.9,-0.07499999999999998,31.3,25.0
2021-07-27,0.129422,0.2186078,0.1788682,0.1695308,14.79813,14.48938,13.88042,12.89854,10,48,28.375,69.5,2.875,,13.125,21.925,1.2661561968882786,0.0,732.3,752.2875,0.0625,32.4,24.6
2021-07-28,0.127965,0.2167078,0.1784896,0.1678501,15.16125,14.83188,14.255,13.19458,10,48,28.2375,78.25,1.625,,12.375,23.8875,0.9033122199170653,0.0,732.6625,752.675,-0.0375,31.9,24.7
2021-07-29,0.1244146,0.2136361,0.1766456,0.1668512,14.36083,14.21271,13.81792,12.88479,10,48,27.5625,81.125,1.375,,11.875,23.925,0.7366672834184351,0.0,731.325,751.3125,-0.2625,30.9,24.2
2021-07-30,0.1256674,0.2123993,0.1735502,0.1671826,12.90583,12.82042,12.5425,11.84,10,48,24.6125,95.0,1.5,,7.3875,23.7125,0.16623127702514467,56.2,729.3625,749.45,-0.2375,26.6,22.8
2021-07-31,0.25477,0.3040442,0.2537662,0.2092068,12.5325,12.46854,12.2075,11.68437,10,48,25.55,89.375,2.875,,10.1875,23.525,0.39330352480705083,200.0,727.025,747.075,-0.1625,29.2,23.2
2021-08-01,0.2749655,0.3250792,0.2642889,0.238032,12.50083,12.48188,12.22938,11.65333,10,48,24.825,90.5,2.5,,11.625,23.075,0.33717932943428847,10.1,729.7,749.8375,0.5875,28.5,22.1
2021-08-02,0.2786383,0.3256466,0.2624024,0.2359497,11.21167,11.51021,11.69083,11.51375,10,48,19.475,100.0,2.875,,4.0,19.475,0.0,116.0,732.15,752.6,-0.037500000000000006,20.7,18.0
2021-08-03,0.2841119,0.3286686,0.2664006,0.2422269,11.09625,11.18542,11.15667,11.10646,10,48,21.15,91.625,2.5,,10.7875,19.675,0.23368173438023787,37.4,733.8375,754.4375,0.3125,24.4,17.8
2021-08-04,0.2728574,0.3194675,0.2587154,0.2364158,10.90833,10.97708,10.94208,10.85958,10,48,23.349999999999998,90.0,2.75,,9.25,21.5625,0.3071450005335263,0.0,732.975,753.3375,-0.275,25.1,20.4
2021-08-05,0.267825,0.314876,0.2545876,0.2320387,11.35125,11.2975,11.05333,10.73833,10,48,24.2125,87.875,3.625,,9.125,22.0375,0.38010892500663784,0.0,730.875,751.15,-0.062499999999999986,26.4,22.4
2021-08-06,0.2602357,0.3082236,0.2500365,0.2279886,11.40854,11.355,11.10333,10.72625,10,48,22.8125,91.25,2.25,,8.0,21.1875,0.28580259556834503,0.0,731.65,751.975,0.125,26.7,20.2
2021-08-07,0.251034,0.2999607,0.2446069,0.223497,11.33646,11.29083,11.06688,10.70563,10,48,23.4375,82.5,1.625,,10.0,19.849999999999998,0.6175489964030434,0.0,733.6375,754.025,0.3125,28.3,19.5
2021-08-08,0.2441495,0.2909456,0.2409223,0.2167372,12.37167,12.26812,11.92687,11.41542,10,48,24.342857142857145,78.0,1.1428571428571428,,8.257142857142856,19.557142857142857,0.8434110623314408,0.0,734.8714285714286,755.2285714285714,0.18333333333333335,30.2,18.7
2021-08-09,0.2335147,0.2838256,0.2334772,0.2142806,11.55521,11.5225,11.26292,10.75479,10,48,24.9875,76.25,2.25,,9.75,20.0125,0.8830888450544739,0.0,733.475,753.7125,-0.2625,29.8,19.7
2021-08-10,0.2226651,0.2758384,0.2276507,0.2102596,10.79271,10.95354,10.95271,10.70438,10,48,21.5375,93.375,1.625,,8.925,20.3,0.2022614633059977,21.0,734.325,754.775,0.30000000000000004,25.8,19.6
2021-08-11,0.2226755,0.2734585,0.2240561,0.2076634,10.43646,10.59042,10.60937,10.50542,10,48,20.3125,96.875,1.125,,6.8125,19.7625,0.08754121661386677,133.0,736.3875,757.0375,0.21428571428571427,23.6,19.0
2021-08-12,0.2321837,0.2796091,0.2221399,0.2059249,10.16771,10.29083,10.305,10.27979,10,48,18.8375,100.0,2.375,,3.775,18.8375,0.0,207.0,736.975,757.725,0.07500000000000001,20.0,18.3
2021-08-13,0.2382051,0.282636,0.2246171,0.2011584,11.45083,11.52604,11.48979,11.34063,10,48,19.4125,94.875,1.75,,8.525,18.5375,0.12882071130571948,23.1,736.825,757.55,6.938893903907228e-18,22.5,17.8
2021-08-14,0.2343494,0.2845353,0.2204886,0.2030247,10.10854,10.16083,10.06,9.95542,10,48,19.4625,91.5,0.875,,7.65,17.925,0.2310241245041142,0.0,737.525,758.2875,0.15,23.4,15.8
2021-08-15,0.2301511,0.2811858,0.2190794,0.2013808,10.1575,10.15833,10.02042,9.86792,10,48,21.025,88.375,1.0,,7.4375,18.775,0.36468294470293644,0.0,739.85,760.5875,0.3,25.6,16.0
2021-08-16,0.2311092,0.2825853,0.2205646,0.200511,10.33792,10.28708,10.08521,9.83979,10,48,20.25,97.875,1.0,,4.45,19.8625,0.06401842906786459,101.0,740.45,761.1375,-0.07500000000000001,24.0,18.9
2021-08-17,0.2687196,0.3163078,0.2471147,0.2101671,10.35354,10.36771,10.19729,9.88417,10,48,20.1875,96.0,1.5,,7.075,19.5,0.10264972403394251,26.0,739.325,760.075,-0.1625,22.2,18.9
2021-08-18,0.2607685,0.3084065,0.243344,0.2104496,10.48354,10.41083,10.16604,9.86292,10,48,21.3875,91.75,1.25,,7.3125,19.825,0.26171620642372717,0.1,738.4875,759.1625,-0.1,25.7,18.4
2021-08-19,0.2526814,0.3002197,0.239177,0.2092221,10.88375,10.74812,10.40042,9.92563,10,48,23.8875,81.25,2.0,,9.25,20.1375,0.6458089296456251,0.0,737.3,757.7625,-0.17500000000000002,27.9,20.7
2021-08-20,0.2446602,0.2927551,0.2350904,0.2080965,10.70708,10.70729,10.50563,10.04542,10,48,22.225,82.875,2.5,,8.75,19.0375,0.4839463534278381,2.6,736.1875,756.65,-0.1375,25.0,20.2
2021-08-21,0.2616785,0.3058063,0.2335158,0.207325,10.36063,10.42604,10.32396,10.02854,10,48,19.875,98.875,1.375,,4.4125,19.6875,0.02829723019983732,189.0,732.4875,752.9875,-0.5142857142857143,21.5,18.7
2021-08-22,0.2695753,0.3155813,0.2381991,0.2072873,10.48083,10.43792,10.21562,9.92521,10,48,22.2625,80.125,2.5,,8.1875,18.25,0.6293539001698876,39.2,731.375,751.8375,-0.03749999999999999,26.7,16.9
2021-08-23,0.2812128,0.3251097,0.2577791,0.2257278,10.79104,10.66271,10.34521,9.93771,10,48,23.8875,88.0,3.125,,6.175,21.6375,0.4054743624387922,31.0,731.925,752.1875,0.2875,28.0,20.1
